ID    ReferenceType ReferenceID
Sphenobaiera_pulchella	NomRef	Sphenobaiera_pulchella-ref
Sphenobaiera_qixingensis	NomRef	Sphenobaiera_qixingensis-ref
Sphenobaiera_rarefurcata	NomRef	Sphenobaiera_rarefurcata-ref
Sphenobaiera_raymondii	NomRef	Sphenobaiera_raymondii-ref
Sphenobaiera_robusta	NomRef	Sphenobaiera_robusta-ref
Sphenobaiera_rugata	NomRef	Sphenobaiera_rugata-ref
Sphenobaiera_samylinae	NomRef	Sphenobaiera_samylinae-ref
Sphenobaiera_schenkii	NomRef	Sphenobaiera_schenkii-ref
Sphenobaiera_sectina	NomRef	Sphenobaiera_sectina-ref
Sphenobaiera_sibiriensis	NomRef	Sphenobaiera_sibiriensis-ref
Sphenobaiera_spectabilis	NomRef	Sphenobaiera_spectabilis-ref
Sphenobaiera_spetsbergensis	NomRef	Sphenobaiera_spetsbergensis-ref
Sphenobaiera_spinosa	NomRef	Sphenobaiera_spinosa-ref
Sphenobaiera_spirata	NomRef	Sphenobaiera_spirata-ref
Sphenobaiera_starukhiniae	NomRef	Sphenobaiera_starukhiniae-ref
Sphenobaiera_steinmannii	NomRef	Sphenobaiera_steinmannii-ref
Sphenobaiera_stormbergensis	NomRef	Sphenobaiera_stormbergensis-ref
Sphenobaiera_striata	NomRef	Sphenobaiera_striata-ref
Sphenobaiera_subtilis	NomRef	Sphenobaiera_subtilis-ref
Sphenobaiera_suluktensis	NomRef	Sphenobaiera_suluktensis-ref
Sphenobaiera_tajmyrensis	NomRef	Sphenobaiera_tajmyrensis-ref
Sphenobaiera_tanganyikensis	NomRef	Sphenobaiera_tanganyikensis-ref
Sphenobaiera_tchirvae	NomRef	Sphenobaiera_tchirvae-ref
Sphenobaiera_tenuifolia	NomRef	Sphenobaiera_tenuifolia-ref
Sphenobaiera_tenuistriata	NomRef	Sphenobaiera_tenuistriata-ref
Sphenobaiera_tunguscana	NomRef	Sphenobaiera_tunguscana-ref
Sphenobaiera_turkestanica	NomRef	Sphenobaiera_turkestanica-ref
Sphenobaiera_umaltensis	NomRef	Sphenobaiera_umaltensis-ref
Sphenobaiera_uninervis	NomRef	Sphenobaiera_uninervis-ref
Sphenobaiera_urgalica	NomRef	Sphenobaiera_urgalica-ref
Sphenobaiera_vigentis	NomRef	Sphenobaiera_vigentis-ref
Sphenobaiera_vitimica	NomRef	Sphenobaiera_vitimica-ref
Sphenobaiera_vittaefolia	NomRef	Sphenobaiera_vittaefolia-ref
Sphenobaiera_wangii	NomRef	Sphenobaiera_wangii-ref
Sphenobaiera_zalesskyi	NomRef	Sphenobaiera_zalesskyi-ref
Toretzia_angustifolia	NomRef	Toretzia_angustifolia -ref
Toretzia_longifolia	NomRef	Toretzia_longifolia-ref
Toretzia_shunfaensis	NomRef	Toretzia_shunfaensis-ref
Umaltolepis_coleoptera	NomRef	Umaltolepis_coleoptera-ref
Umaltolepis_hebeiensis	NomRef	Umaltolepis_hebeiensis-ref
Umaltolepis_mongoliensis	NomRef	Umaltolepis_mongoliensis-ref
Umaltolepis_rarinervis	NomRef	Umaltolepis_rarinervis-ref
Umaltolepis_vachrameevii	NomRef	Umaltolepis_vachrameevii-ref
Yimaia_capituliformis	NomRef	Yimaia_capituliformis-ref
Yimaia_qinghaiensis	NomRef	Yimaia_qinghaiensis -ref
Yimaia_recurva	NomRef	Yimaia_recurva -ref
Ginkgo_baieraeformis_baieraeformis	NomRef	Ginkgo_baieraeformis_baieraeformis-ref
Ginkgo_baieraeformis_banaticus	NomRef	Ginkgo_baieraeformis_banaticus-ref
Ginkgo_marginata_banatica	NomRef	Ginkgo_marginata_banatica-ref
Ginkgo_marginata_marginata	NomRef	Ginkgo_marginata_marginata-ref
